UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure,Failure Type
2926,M17785,M,300.7,309.6,1388,51.1,160,False,No Failure
4011,M18870,M,302.1,311.1,1605,37.6,171,False,No Failure
7337,H36750,H,299.9,310.5,1549,42.8,208,False,No Failure
3955,M18814,M,302.3,311.4,1909,23.2,25,False,No Failure
1697,L48876,L,297.9,307.6,1550,39.0,35,False,No Failure
8664,L55843,L,297.5,308.6,1671,29.4,136,False,No Failure
4800,L51979,L,303.5,312.5,1418,42.2,170,False,No Failure
3835,M18694,M,302.3,311.1,1295,57.1,146,False,No Failure
9310,L56489,L,298.3,309.2,1562,37.6,137,False,No Failure
4935,L52114,L,303.4,312.2,1580,35.8,90,False,No Failure
6832,L54011,L,301.1,311.0,1565,52.3,183,False,No Failure
9844,L57023,L,298.3,309.2,1383,52.1,26,False,No Failure
7058,L54237,L,300.8,310.6,1666,36.2,144,False,No Failure
1916,L49095,L,298.0,307.7,1492,38.7,202,False,No Failure
869,M15728,M,295.8,306.5,1514,37.7,60,False,No Failure
9534,L56713,L,299.2,310.5,1705,29.5,95,False,No Failure
4079,H33492,H,302.1,310.7,1294,62.4,101,True,Heat Dissipation Failure
8874,H38287,H,298.0,309.1,1557,36.4,65,False,No Failure
8646,M23505,M,297.6,308.6,1492,35.5,88,False,No Failure
2043,M16902,M,299.1,308.9,1397,52.4,112,False,No Failure
8336,M23195,M,299.0,309.8,2240,15.9,144,False,No Failure
1580,L48759,L,298.3,308.3,1444,43.8,176,False,No Failure
8757,L55936,L,297.5,308.7,1761,26.2,164,False,No Failure
5781,L52960,L,301.7,311.2,1517,42.4,113,False,No Failure
6764,M21623,M,301.4,310.8,1782,26.5,6,False,No Failure
2197,M17056,M,299.7,308.9,1551,35.4,82,False,No Failure
8054,L55233,L,300.5,311.9,1887,21.7,56,False,No Failure
6532,H35945,H,301.2,310.7,1656,26.2,64,False,No Failure
2353,M17212,M,299.3,308.5,1422,45.4,37,False,No Failure
2212,M17071,M,299.6,309.0,1245,64.0,120,False,No Failure
6055,H35468,H,300.7,310.8,1518,40.1,142,False,No Failure
1319,M16178,M,299.0,310.3,1582,33.3,177,False,No Failure
8229,M23088,M,299.1,310.4,1422,49.3,69,False,No Failure
1768,M16627,M,298.3,307.7,1520,41.4,10,False,No Failure
2926,M17785,M,300.7,309.6,1388,51.1,160,False,No Failure
6344,L53523,L,300.2,309.8,1827,23.0,6,False,No Failure
3999,L51178,L,302.1,311.0,1586,35.1,142,False,No Failure
4031,L51210,L,302.0,310.8,2143,17.3,227,False,No Failure
8548,M23407,M,298.4,309.4,1666,24.3,68,False,No Failure
4944,H34357,H,303.6,312.6,1436,42.0,110,False,No Failure
3935,M18794,M,302.6,311.6,1518,39.0,184,False,No Failure
5033,M19892,M,304.0,313.1,1694,31.4,116,False,No Failure
7480,M22339,M,300.1,311.3,1523,34.1,135,False,No Failure
7925,H37338,H,300.7,311.9,1389,46.5,186,False,No Failure
3985,L51164,L,302.3,311.3,1652,32.8,108,False,No Failure
3282,M18141,M,301.2,310.0,1445,45.6,18,False,No Failure
8703,L55882,L,297.2,308.6,1774,23.0,30,False,No Failure
8646,M23505,M,297.6,308.6,1492,35.5,88,False,No Failure
884,L48063,L,295.7,306.3,1490,34.3,97,False,No Failure
8326,M23185,M,298.7,309.5,1500,38.8,116,False,No Failure
319,L47498,L,297.8,308.4,1512,39.9,181,False,No Failure
1235,H30648,H,297.2,308.5,2440,14.0,166,False,No Failure
6415,M21274,M,300.4,310.1,1457,35.1,193,False,No Failure
7363,L54542,L,299.5,310.0,1594,35.1,54,False,No Failure
8384,M23243,M,298.8,309.9,1495,35.2,60,False,No Failure
4008,L51187,L,302.1,311.2,1369,50.8,164,False,No Failure
6690,L53869,L,301.7,311.0,1546,43.0,23,False,No Failure
4919,L52098,L,303.3,312.2,1457,40.7,48,False,No Failure
7948,L55127,L,300.8,311.7,1426,45.5,16,False,No Failure
5388,L52567,L,302.8,312.2,1433,50.0,216,False,No Failure
3659,M18518,M,302.2,311.5,1449,44.5,113,False,No Failure
4206,L51385,L,302.3,310.8,1723,26.3,213,False,No Failure
3218,L50397,L,300.6,309.5,2025,21.4,64,False,No Failure
9105,M23964,M,297.4,308.3,1550,47.8,18,False,No Failure
1018,L48197,L,296.3,307.2,1637,31.6,27,False,No Failure
925,L48104,L,295.5,306.0,1800,27.6,208,False,No Failure
6083,L53262,L,300.9,310.7,1352,46.4,212,False,No Failure
8158,L55337,L,299.6,310.8,1498,46.9,116,False,No Failure
820,L47999,L,296.8,307.6,1398,46.7,144,False,No Failure
7003,H36416,H,300.5,310.6,1411,47.2,201,False,No Failure
4399,M19258,M,302.3,310.1,1563,37.8,31,False,No Failure
5102,M19961,M,304.1,313.4,1518,42.4,105,False,No Failure
1336,L48515,L,299.0,310.4,1371,53.8,228,True,Overstrain Failure
6477,L53656,L,300.5,309.7,1384,48.6,141,False,No Failure
817,L47996,L,296.8,307.6,1434,48.3,138,False,No Failure
6551,L53730,L,301.3,310.7,1516,46.0,119,False,No Failure
9560,L56739,L,299.5,310.9,1496,38.5,162,False,No Failure
4394,M19253,M,302.2,310.1,1572,34.6,17,False,No Failure
3895,M18754,M,302.3,311.2,1432,42.7,68,False,No Failure
5814,L52993,L,301.2,311.0,1761,29.1,195,False,No Failure
9891,L57070,L,298.8,309.5,1645,32.8,157,False,No Failure
2036,M16895,M,298.9,308.6,1469,34.2,93,False,No Failure
8300,L55479,L,298.7,310.0,1637,31.8,42,False,No Failure
3166,L50345,L,300.4,309.6,1536,34.5,154,False,No Failure
33,L47212,L,299.0,309.4,1419,48.3,91,False,No Failure
5763,L52942,L,301.8,311.2,1334,52.3,68,False,No Failure
2198,L49377,L,299.7,309.0,1412,49.2,85,False,No Failure
8501,L55680,L,298.3,309.5,1711,30.3,148,False,No Failure
5541,L52720,L,302.4,311.8,1493,38.4,132,False,No Failure
6145,M21004,M,301.1,311.1,1615,37.7,153,False,No Failure
3290,M18149,M,301.2,310.1,1295,56.6,39,False,No Failure
2212,M17071,M,299.6,309.0,1245,64.0,120,False,No Failure
3751,L50930,L,302.3,311.1,1589,29.9,141,False,No Failure
9958,L57137,L,298.1,307.8,1606,33.0,130,False,No Failure
8498,M23357,M,298.3,309.4,1509,34.2,141,False,No Failure
5107,L52286,L,304.0,313.3,1519,36.7,117,False,No Failure
5552,H34965,H,302.4,311.9,1366,47.3,162,False,No Failure
7028,L54207,L,300.6,310.6,1508,34.8,62,False,No Failure
9732,L56911,L,298.8,310.0,1389,49.6,149,False,No Failure
7375,L54554,L,299.5,310.0,1379,50.4,85,False,No Failure
2890,M17749,M,300.7,309.7,1523,38.2,73,False,No Failure
1771,H31184,H,298.4,307.9,1605,31.0,18,False,No Failure
1631,L48810,L,297.9,307.9,1412,44.5,85,False,No Failure
1126,M15985,M,296.7,307.8,1375,51.4,108,False,No Failure
7971,M22830,M,300.9,312.1,1297,48.6,76,False,No Failure
3935,M18794,M,302.6,311.6,1518,39.0,184,False,No Failure
285,L47464,L,298.2,308.3,2051,19.2,90,False,No Failure
1268,M16127,M,298.1,309.6,1549,38.7,43,False,No Failure
7743,M22602,M,300.5,311.9,1323,57.9,155,False,No Failure
9900,L57079,L,298.7,309.2,1586,31.4,180,False,No Failure
4569,M19428,M,302.7,310.8,1555,36.1,35,False,No Failure
7604,L54783,L,300.4,311.2,1406,43.6,22,False,No Failure
1627,M16486,M,297.9,307.8,1303,59.3,75,False,No Failure
8225,L55404,L,299.1,310.5,1496,35.2,60,False,No Failure
4198,L51377,L,302.4,311.0,1573,36.5,193,False,No Failure
4606,H34019,H,302.9,311.0,1469,48.7,130,False,No Failure
9577,L56756,L,299.6,310.7,1922,23.3,205,True,Tool Wear Failure
7966,L55145,L,301.1,312.3,1464,35.3,65,False,No Failure
380,L47559,L,297.3,308.2,1754,26.8,125,False,No Failure
4380,M19239,M,301.8,309.5,1732,30.1,220,False,No Failure
4299,M19158,M,301.8,310.2,1437,42.3,0,False,No Failure
49,H29462,H,298.8,309.2,1425,53.9,135,False,No Failure
3813,L50992,L,302.0,310.6,1392,50.0,84,False,No Failure
6023,L53202,L,300.7,310.9,1521,39.4,61,False,No Failure
2645,L49824,L,299.8,309.4,1510,42.5,146,False,No Failure
5556,L52735,L,302.5,312.0,1411,44.2,177,False,No Failure
1170,L48349,L,297.0,308.1,1355,43.7,217,False,No Failure
5689,M20548,M,302.3,311.7,1423,44.6,93,False,No Failure
2821,L50000,L,300.2,309.5,1436,48.8,135,False,No Failure
2673,L49852,L,299.7,309.3,1445,42.6,0,False,No Failure
8073,H37486,H,300.5,312.0,1375,43.2,108,False,No Failure
9157,M24016,M,297.5,308.4,1369,54.8,145,False,No Failure
5598,L52777,L,302.7,312.0,1501,37.0,77,False,No Failure
1589,L48768,L,298.2,308.3,1688,32.0,202,False,No Failure
2559,M17418,M,299.2,309.0,1881,23.9,137,False,No Failure
5580,L52759,L,302.6,312.2,1695,27.1,32,False,No Failure
1580,L48759,L,298.3,308.3,1444,43.8,176,False,No Failure
3686,M18545,M,301.9,311.1,1380,51.6,184,False,No Failure
3068,L50247,L,300.1,309.2,1533,37.0,101,False,No Failure
4978,L52157,L,303.7,312.7,1540,44.8,196,False,No Failure
460,L47639,L,297.4,308.6,1476,42.3,107,False,No Failure
3692,L50871,L,302.1,311.2,1460,46.9,198,False,No Failure
868,H30281,H,295.9,306.5,1594,33.2,55,False,No Failure
370,H29783,H,297.5,308.4,1587,36.1,98,False,No Failure
9869,L57048,L,298.9,309.9,1526,35.4,96,False,No Failure
8178,L55357,L,299.7,311.1,1439,44.9,174,False,No Failure
609,L47788,L,298.0,309.9,1403,47.7,43,False,No Failure
7217,M22076,M,300.0,309.9,1651,28.1,114,False,No Failure
6721,L53900,L,301.3,310.6,1458,48.0,104,False,No Failure
2790,H32203,H,300.3,309.5,1438,44.0,59,False,No Failure
9457,L56636,L,298.5,309.3,1630,33.3,116,False,No Failure
428,M15287,M,297.5,308.5,1496,42.2,22,False,No Failure
6257,L53436,L,301.0,310.6,1493,37.8,206,True,Tool Wear Failure
9339,H38752,H,298.5,309.0,1531,30.8,212,False,No Failure
591,L47770,L,297.5,309.4,1517,36.7,233,False,No Failure
1453,L48632,L,299.0,310.3,1584,34.4,83,False,No Failure
7910,L55089,L,300.7,312.2,1590,38.5,148,False,No Failure
4328,H33741,H,301.7,310.1,1660,29.3,72,False,No Failure
1811,L48990,L,298.1,307.6,1364,53.8,129,False,No Failure
9863,M24722,M,298.8,309.7,1439,45.8,81,False,No Failure
1245,L48424,L,297.1,308.4,1726,28.4,202,False,No Failure
7752,M22611,M,300.4,311.7,1398,42.6,176,False,No Failure
631,L47810,L,298.3,310.0,1460,47.6,101,False,No Failure
1060,M15919,M,296.7,307.9,1874,21.3,130,False,No Failure
7317,L54496,L,299.9,310.4,1497,47.0,150,False,No Failure
139,H29552,H,298.8,308.6,1449,49.4,150,False,No Failure
5755,L52934,L,302.1,311.5,1727,27.7,50,False,No Failure
4180,L51359,L,302.4,310.9,1349,46.1,148,True,Heat Dissipation Failure
4227,L51406,L,302.1,310.8,1596,37.1,43,False,No Failure
132,L47311,L,298.8,308.4,1737,27.7,130,False,No Failure
6168,M21027,M,300.9,310.7,1362,51.6,212,False,No Failure
9139,L56318,L,297.6,308.6,1522,37.0,106,False,No Failure
2891,L50070,L,300.6,309.7,1593,32.4,76,False,No Failure
7949,L55128,L,300.8,311.7,1479,39.4,18,False,No Failure
3303,L50482,L,301.3,310.5,1503,48.6,72,False,No Failure
3013,L50192,L,300.4,309.6,1432,44.7,192,False,No Failure
831,L48010,L,296.6,307.4,1631,35.0,168,False,No Failure
506,L47685,L,297.6,309.3,1610,35.0,6,False,No Failure
5312,H34725,H,303.7,312.9,1460,49.8,2,False,No Failure
4064,L51243,L,302.0,310.8,1948,19.7,66,False,No Failure
2443,M17302,M,299.1,308.4,1332,51.7,71,False,No Failure
7267,L54446,L,300.4,310.5,1578,32.8,26,False,No Failure
5453,M20312,M,303.0,312.7,1553,35.8,122,False,No Failure
5149,L52328,L,304.4,313.6,1507,43.1,13,False,No Failure
9328,L56507,L,298.5,309.2,1504,33.7,182,False,No Failure
5300,L52479,L,303.7,313.1,1355,49.1,188,False,No Failure
5253,L52432,L,303.5,313.0,1322,59.5,71,False,No Failure
2125,L49304,L,299.2,308.9,1430,39.1,117,False,No Failure
3004,M17863,M,300.6,309.9,1449,42.4,169,False,No Failure
5932,L53111,L,300.3,310.4,1336,54.4,52,False,No Failure
162,L47341,L,298.3,308.1,1412,52.3,218,True,Overstrain Failure
919,M15778,M,295.3,305.7,1473,38.5,189,False,No Failure
7137,M21996,M,300.5,309.9,1343,63.7,124,False,No Failure
3389,M18248,M,301.7,310.9,1435,48.0,66,False,No Failure
6820,L53999,L,300.9,310.7,1359,46.0,151,False,No Failure
6167,H35580,H,300.9,310.7,1403,40.6,207,False,No Failure
6728,L53907,L,301.5,310.8,1785,25.5,120,False,No Failure
8891,L56070,L,297.7,308.8,1616,34.2,114,False,No Failure
5482,L52661,L,302.6,312.0,1781,28.5,196,False,No Failure
9343,H38756,H,298.3,308.9,1706,31.8,8,False,No Failure
2268,L49447,L,299.2,308.5,1370,52.4,61,False,No Failure
4208,M19067,M,302.3,310.9,1710,30.4,218,True,Tool Wear Failure
7413,L54592,L,300.0,311.0,1637,33.6,181,False,No Failure
3029,L50208,L,300.5,309.5,1379,55.6,2,False,No Failure
7619,M22478,M,300.5,311.4,1312,51.4,60,False,No Failure
7344,L54523,L,299.6,310.2,1468,48.0,9,False,No Failure
4199,M19058,M,302.4,311.1,1432,44.5,195,False,No Failure
2010,M16869,M,298.6,308.3,1717,28.7,29,False,No Failure
9726,M24585,M,298.7,309.7,1629,27.9,136,False,No Failure
7345,L54524,L,299.6,310.1,1384,49.8,11,False,No Failure
5965,H35378,H,300.5,310.8,1631,30.5,132,False,No Failure
8892,M23751,M,297.7,308.9,1681,28.3,116,False,No Failure
8795,M23654,M,297.4,308.5,1497,36.4,56,False,No Failure
6464,H35877,H,300.5,310.0,1358,60.4,102,False,No Failure
7307,L54486,L,300.1,310.5,1356,45.8,126,False,No Failure
802,L47981,L,296.9,307.8,1285,52.1,100,False,No Failure
8738,L55917,L,297.3,308.7,1556,36.7,114,False,No Failure
7309,L54488,L,300.0,310.4,1333,49.1,131,False,No Failure
8375,L55554,L,298.8,309.7,1225,63.4,37,False,No Failure
67,M14926,M,298.9,308.9,1679,28.7,181,False,No Failure
7454,H36867,H,300.3,311.7,1432,47.7,61,False,No Failure
7213,M22072,M,299.8,309.7,1705,28.5,103,False,No Failure
1562,L48741,L,298.2,308.4,1388,53.8,137,False,No Failure
2876,M17735,M,300.5,309.4,1877,23.8,31,False,No Failure
9319,L56498,L,298.5,309.4,1364,44.5,162,False,No Failure
642,L47821,L,297.9,309.5,1390,47.9,127,False,No Failure
9370,M24229,M,297.7,308.3,1547,36.8,74,False,No Failure
7893,M22752,M,300.9,312.6,1555,40.6,109,False,No Failure
1946,L49125,L,298.1,308.1,1616,32.8,65,False,No Failure
4044,M18903,M,302.0,310.8,1445,46.3,17,False,No Failure
8492,L55671,L,298.5,309.5,1579,38.6,126,False,No Failure
3938,L51117,L,302.5,311.5,1802,26.4,192,False,No Failure
4311,L51490,L,301.4,310.0,1776,25.6,30,False,No Failure
2949,L50128,L,300.7,309.5,1850,24.5,19,False,No Failure
6696,M21555,M,301.7,311.0,1311,55.8,39,False,No Failure
4095,L51274,L,302.0,310.5,1651,30.9,146,False,No Failure
7656,L54835,L,300.4,311.5,1596,32.5,154,False,No Failure
6422,L53601,L,300.3,309.9,1527,41.4,2,False,No Failure
7880,M22739,M,300.8,312.3,1535,40.3,71,False,No Failure
6517,H35930,H,301.1,310.0,1470,40.1,23,False,No Failure
3020,L50199,L,300.5,309.8,1379,54.2,207,True,Overstrain Failure
9153,L56332,L,297.5,308.6,1260,53.6,137,False,No Failure
2957,M17816,M,300.8,309.6,1404,38.7,44,False,No Failure
4879,L52058,L,303.7,312.4,1348,51.0,152,False,No Failure
1715,L48894,L,298.2,307.8,1388,48.6,76,False,No Failure
6243,L53422,L,301.0,310.4,1476,43.6,173,False,No Failure
5143,L52322,L,304.4,313.6,1568,39.1,0,False,No Failure
7884,H37297,H,300.7,312.3,1446,45.4,86,False,No Failure
2514,L49693,L,299.0,308.7,1583,32.5,25,False,No Failure
6017,L53196,L,300.7,310.7,1425,45.3,48,False,No Failure
2215,H31628,H,299.7,309.2,1355,44.8,127,False,No Failure
2295,L49474,L,299.4,308.8,1627,32.6,124,False,No Failure
9883,L57062,L,298.8,309.8,1895,22.0,134,False,No Failure
3754,L50933,L,302.2,311.0,1463,46.8,150,False,No Failure
137,H29550,H,298.7,308.5,1420,45.7,143,False,No Failure
4471,L51650,L,302.7,310.6,1564,34.3,0,False,No Failure
1292,M16151,M,298.6,309.7,1675,28.4,115,False,No Failure
6254,L53433,L,300.9,310.4,1615,30.9,200,False,No Failure
1593,L48772,L,298.1,308.4,1592,38.2,211,False,No Failure
354,H29767,H,297.5,308.3,1674,30.0,54,False,No Failure
8533,L55712,L,298.6,309.4,1315,55.5,28,False,No Failure
7816,M22675,M,299.9,311.3,1703,28.4,134,False,No Failure
1385,L48564,L,298.9,310.3,1484,43.8,124,False,No Failure
9981,L57160,L,298.6,308.4,1559,36.6,188,False,No Failure
8248,L55427,L,299.0,310.4,1713,28.0,116,False,No Failure
316,L47495,L,297.9,308.4,1646,40.6,175,False,No Failure
7632,L54811,L,300.5,311.6,1444,49.3,92,False,No Failure
2642,H32055,H,299.8,309.5,1420,46.7,136,False,No Failure
7540,L54719,L,300.2,311.3,1487,36.9,71,False,No Failure
8552,M23411,M,298.2,309.1,1457,49.0,77,False,No Failure
1671,L48850,L,298.2,307.8,1528,31.1,194,False,No Failure
5347,L52526,L,303.4,312.7,1534,35.5,98,False,No Failure
1157,H30570,H,297.0,307.8,1404,40.7,184,False,No Failure
8792,M23651,M,297.4,308.5,1412,45.5,49,False,No Failure
143,M15002,M,298.6,308.4,1778,28.2,161,False,No Failure
4883,L52062,L,303.7,312.5,1462,46.2,165,False,No Failure
5765,L52944,L,301.7,311.2,1589,37.9,75,False,No Failure
2703,L49882,L,299.8,309.2,1760,25.9,63,False,No Failure
2889,M17748,M,300.6,309.6,1365,50.0,70,False,No Failure
9645,L56824,L,299.3,310.4,1629,32.6,177,False,No Failure
4028,L51207,L,302.0,311.0,1566,37.8,218,False,No Failure
6359,M21218,M,300.2,309.8,1466,45.7,41,False,No Failure
8428,L55607,L,299.1,310.4,1505,46.1,176,False,No Failure
5584,L52763,L,302.5,312.0,1673,29.9,42,False,No Failure
1406,L48585,L,298.9,310.1,1394,42.7,179,False,No Failure
8139,L55318,L,299.5,310.8,1356,54.9,72,False,No Failure
2566,L49745,L,299.4,309.1,1304,50.5,153,False,No Failure
3695,M18554,M,302.1,311.3,1511,45.0,204,False,No Failure
7445,L54624,L,300.2,311.7,1286,55.1,42,False,No Failure
8966,L56145,L,297.1,307.9,1496,44.7,88,False,No Failure
4256,M19115,M,302.5,311.0,1387,52.1,116,False,No Failure
7228,L54407,L,299.7,309.6,1720,27.1,146,False,No Failure
466,M15325,M,297.3,308.6,1456,42.9,122,False,No Failure
4000,L51179,L,302.0,311.0,1420,45.9,144,False,No Failure
4142,H33555,H,301.7,310.1,1462,38.3,49,False,No Failure
9573,M24432,M,299.7,310.8,1405,47.6,192,False,No Failure
697,M15556,M,297.6,309.0,1815,25.3,66,False,No Failure
9053,M23912,M,297.4,308.6,1901,22.1,81,False,No Failure
7286,M22145,M,300.2,310.4,1202,61.7,74,False,No Failure
145,M15004,M,298.6,308.4,1391,42.4,169,False,No Failure
2925,L50104,L,300.8,309.7,1461,44.3,158,False,No Failure
4207,M19066,M,302.3,310.8,1721,28.4,215,False,No Failure
5632,L52811,L,302.8,312.2,1515,36.8,162,False,No Failure
8473,L55652,L,298.5,309.7,1634,37.8,78,False,No Failure
6392,M21251,M,300.2,309.7,1413,43.0,137,False,No Failure
8524,H37937,H,298.3,309.3,1529,41.7,5,False,No Failure
1334,M16193,M,299.0,310.3,1558,35.4,223,False,No Failure
8680,L55859,L,297.3,308.5,1456,54.2,179,False,No Failure
4056,L51235,L,302.0,311.0,1865,22.7,48,False,No Failure
5416,M20275,M,302.6,312.4,1410,50.3,33,False,No Failure
3142,L50321,L,300.5,310.0,1521,45.1,86,False,No Failure
4113,H33526,H,301.9,310.5,1472,39.7,187,False,No Failure
4537,L51716,L,302.4,310.2,1351,45.1,168,True,Heat Dissipation Failure
302,L47481,L,297.7,308.4,1740,27.1,136,False,No Failure
5827,M20686,M,301.3,311.1,1492,41.2,223,False,No Failure
1170,L48349,L,297.0,308.1,1355,43.7,217,False,No Failure
2239,L49418,L,299.3,308.6,1474,49.6,191,False,No Failure
1009,L48188,L,296.2,307.1,1441,41.7,3,False,No Failure
3695,M18554,M,302.1,311.3,1511,45.0,204,False,No Failure
3979,L51158,L,302.2,311.3,1382,46.4,94,False,No Failure
6006,L53185,L,300.6,310.5,1570,38.3,14,False,No Failure
1449,M16308,M,299.0,310.3,1657,31.0,70,False,No Failure
1491,L48670,L,298.2,309.0,1341,43.8,171,False,No Failure
9341,H38754,H,298.4,308.9,1577,37.1,0,False,No Failure
1835,L49014,L,297.8,307.2,1498,38.1,188,False,No Failure
9407,M24266,M,297.7,308.1,2189,15.6,186,False,No Failure
637,L47816,L,298.3,309.9,1463,43.9,116,False,No Failure
146,L47325,L,298.5,308.4,1513,33.6,172,False,No Failure
5761,M20620,M,301.9,311.3,1522,35.6,63,False,No Failure
3011,L50190,L,300.3,309.6,1537,37.1,187,False,No Failure
7265,M22124,M,300.4,310.6,1448,44.9,21,False,No Failure
6294,H35707,H,301.0,310.4,1512,44.9,86,False,No Failure
8183,M23042,M,299.7,311.1,1649,32.7,185,False,No Failure
4689,L51868,L,303.5,311.6,1577,38.1,112,False,No Failure
2893,L50072,L,300.7,309.6,1329,54.3,80,False,No Failure
3189,M18048,M,300.1,309.2,1438,51.0,211,False,No Failure
8058,L55237,L,300.2,311.5,1549,37.2,67,False,No Failure
1744,M16603,M,298.5,308.0,1713,25.8,154,False,No Failure
7540,L54719,L,300.2,311.3,1487,36.9,71,False,No Failure
9594,L56773,L,299.1,310.2,1352,52.8,41,False,No Failure
9150,M24009,M,297.5,308.6,1429,50.5,129,False,No Failure
8026,M22885,M,300.8,312.0,1422,50.7,219,False,No Failure
3751,L50930,L,302.3,311.1,1589,29.9,141,False,No Failure
1560,L48739,L,298.2,308.3,1458,41.8,132,False,No Failure
3198,L50377,L,300.0,309.1,1465,40.6,9,False,No Failure
2531,L49710,L,298.9,308.7,1438,51.7,64,False,No Failure
738,H30151,H,296.9,308.3,1474,39.2,177,False,No Failure
5765,L52944,L,301.7,311.2,1589,37.9,75,False,No Failure
4373,M19232,M,301.9,309.6,1439,41.7,201,False,No Failure
2602,L49781,L,299.3,309.1,1399,52.1,27,False,No Failure
6114,M20973,M,300.7,310.8,1724,30.0,76,False,No Failure
8141,L55320,L,299.6,310.9,1658,28.0,76,False,No Failure
691,H30104,H,297.6,309.0,1413,40.2,51,False,No Failure
5101,M19960,M,304.2,313.5,1437,47.2,102,False,No Failure
7326,L54505,L,299.9,310.4,1419,45.7,178,False,No Failure
7141,L54320,L,300.5,309.9,1382,46.5,134,False,No Failure
1020,L48199,L,296.3,307.3,1398,52.7,31,False,No Failure
2329,L49508,L,299.3,308.7,1579,36.3,211,False,No Failure
7989,L55168,L,301.1,312.3,1486,34.9,122,False,No Failure
4556,L51735,L,302.7,310.6,1690,26.7,4,False,No Failure
